,Release Genre,Release Sub-Genre,Search Format,Search Week,Search Category,Release URL,Scrape Date,Release Title,Artist Name,Artist Location,Release Date,Tags,Track Info,All Lyrics,Number of Tracks,Number of Fans
85,all,all,all,this week,new,https://becomingshadow.bandcamp.com/album/parasite53,2021-08-18,Parasite53,Goh Lee Kwang,"Kuala Lumpur, Malaysia",2021-08-14,"['experimental', 'alternative rock', 'experimental electronic', 'musique concrete', 'post rock', 'sound art', 'Kuala Lumpur']","[{'Track Title': 'Parasite53', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '55:57'}]",N/A,1,0
86,all,all,all,this week,new,https://smokinfishrecords.bandcamp.com/album/till-the-cows-come-home,2021-08-18,Till The Cows Come Home,Don Sparks & Dan Bonis,New York,2021-08-18,"['alternative', 'New York']","[{'Track Title': 'Rusty Tin Can', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:13'}, {'Track Title': 'Corrina Corrina', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:21'}, {'Track Title': 'This Love Of Mine', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:40'}, {'Track Title': 'Sunny Skies Over Dark Days', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:10'}, {'Track Title': ""Bailey's Ledge"", 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:03'}, {'Track Title': 'Starry Eyed In Nova Scotia', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:45'}, {'Track Title': 'Mohair', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:24'}, {'Track Title': 'Hail The Gods Of Time', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:20'}, {'Track Title': 'Till The Cows Come Home', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '02:49'}, {'Track Title': 'She Saves Me', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '04:20'}, {'Track Title': 'After All', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '03:32'}, {'Track Title': 'Second Chance', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '04:10'}]",N/A,12,0
87,all,all,all,this week,new,https://akyheredia.bandcamp.com/album/y-la-maren-coche,2021-08-18,...y la maren coche,Aky Heredia,"Buenos Aires, Argentina",2019-01-18,"['rock', 'indie rock', 'Buenos Aires']","[{'Track Title': 'Angel Negro', 'Track Lyrics': 'Dentro de tu espejo hay un mundo que está al revés,\nen donde todo es negro.\nMás, vas acompañada de tu amiga la soledad que vive dentro tuyo\n\nDespoja tus miedos, deja el que dirán atrás,\nda por seguro que tendrás delante de tus ojos al cadáver mas vivas que hoy encontraras en este cementerio\n\nNo hay mas que hablar, acércate, bailemos\nNo hay mas que hablar, saca tus pies del suelo\nNo hay mas que hablar, estoy perdiendo mi credibilidad\ntoma mi mano y sueña...\nLevitar hacia un lugar que esta lejos nuestro\nAngel negro\n\nQuiero en  mi cortejo, nada más que una simple flor,\nla que hoy tengo en  mis manos\nNo pienso rendirle cuentas a una generación \nque nunca entenderá  que pasa dentro tuyo\nAngel negro', 'Track Number': 1, 'Track Duration': '04:09'}, {'Track Title': 'Fantasmas', 'Track Lyrics': 'Llórame si quieres, \nno te pediré nena, que me hables si me ves\nHoy ya no me importas tu ,lo nuestro ya quedo atrás\n\nNaufragando en un mar de ilusiones, prisionero de pociones\nque momentáneamente están aplacando tu dolor\n\nHay risas en el cuarto de al lado, \nson fantasmas del pasado que se burlan de ti (...y de mi)\nEsperan que te quedes dormida para siempre esperando al príncipe azul\n\nLlórame si puedes, como lo hago siempre', 'Track Number': 2, 'Track Duration': '02:33'}, {'Track Title': 'Pantomima del campeón', 'Track Lyrics': 'Sal afuera, surca la marea, saca tu cabeza al sol\nel viento norte sopla al estribor\nPreparadas tus Balas-aladas, mueve tu cabeza al son\nsiente en las venas todo su fulgor\n\nHoy es día, mañana tarde será, \nque ironía la vida pesa mas cuan mas vacía esta\n\nCon la plata compraras mas plata, pantomima del campeón\ncumpliendo un sueño ajeno a alguien mejor.\nEsperan la luz, esperan la cámara y la acción,\nagitan banderas, siempre de color\n\nNo me digas que no (x2)\nEs tiempo de cambiarlo todo, encuentra el modo, alza tu voz!!!', 'Track Number': 3, 'Track Duration': '02:57'}]","
Dentro de tu espejo hay un mundo que está al revés,
en donde todo es negro.
Más, vas acompañada de tu amiga la soledad que vive dentro tuyo

Despoja tus miedos, deja el que dirán atrás,
da por seguro que tendrás delante de tus ojos al cadáver mas vivas que hoy encontraras en este cementerio

No hay mas que hablar, acércate, bailemos
No hay mas que hablar, saca tus pies del suelo
No hay mas que hablar, estoy perdiendo mi credibilidad
toma mi mano y sueña...
Levitar hacia un lugar que esta lejos nuestro
Angel negro

Quiero en  mi cortejo, nada más que una simple flor,
la que hoy tengo en  mis manos
No pienso rendirle cuentas a una generación 
que nunca entenderá  que pasa dentro tuyo
Angel negro
Llórame si quieres, 
no te pediré nena, que me hables si me ves
Hoy ya no me importas tu ,lo nuestro ya quedo atrás

Naufragando en un mar de ilusiones, prisionero de pociones
que momentáneamente están aplacando tu dolor

Hay risas en el cuarto de al lado, 
son fantasmas del pasado que se burlan de ti (...y de mi)
Esperan que te quedes dormida para siempre esperando al príncipe azul

Llórame si puedes, como lo hago siempre
Sal afuera, surca la marea, saca tu cabeza al sol
el viento norte sopla al estribor
Preparadas tus Balas-aladas, mueve tu cabeza al son
siente en las venas todo su fulgor

Hoy es día, mañana tarde será, 
que ironía la vida pesa mas cuan mas vacía esta

Con la plata compraras mas plata, pantomima del campeón
cumpliendo un sueño ajeno a alguien mejor.
Esperan la luz, esperan la cámara y la acción,
agitan banderas, siempre de color

No me digas que no (x2)
Es tiempo de cambiarlo todo, encuentra el modo, alza tu voz!!!",3,0
88,all,all,all,this week,new,https://nightingale3.bandcamp.com/album/music-box-n-1,2021-08-18,Music Box N.1,Nightingale,"Armavir, Russia",2021-08-18,"['experimental', 'experimental rock', 'improvisation', 'Armavir']","[{'Track Title': 'Freedom?', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '04:01'}, {'Track Title': 'Improvisation 1', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '00:46'}, {'Track Title': 'Improvisation 2', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:22'}, {'Track Title': 'Improvisation 3', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:39'}, {'Track Title': 'The escape', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '01:28'}]",N/A,5,0
89,all,all,all,this week,new,https://camembertelectrique.bandcamp.com/album/a-tighter-orbit,2021-08-18,A Tighter Orbit,THOMAS PARK,France,2021-08-18,"['france', 'punk', 'rock', 'dark ambiant', 'experimental electronic', 'industrial rock', 'France']","[{'Track Title': 'Track20210702060852878080.0', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '06:44'}, {'Track Title': 'Track20210702060852878080.4', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '06:24'}, {'Track Title': 'Track20210702060852878080.7', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '06:24'}, {'Track Title': 'Track20210702060852878080.10', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '06:00'}, {'Track Title': 'Track20210702060852878080.11', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '06:48'}, {'Track Title': 'Track20210702060852878080.13', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '06:00'}, {'Track Title': 'Track20210702060852878080.17', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '06:24'}, {'Track Title': 'Track20210702060852878080.19', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '06:00'}, {'Track Title': 'Track20210702060852878080.20', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '08:09'}, {'Track Title': 'Track20210702060852878080.22', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '05:37'}, {'Track Title': 'Track20210702060852878080.23', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '06:00'}, {'Track Title': 'Track20210702060852878080.24', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '06:24'}, {'Track Title': 'Track20210702060852878080.26', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': '05:36'}, {'Track Title': 'Track20210702060852878080.30', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': '05:36'}, {'Track Title': 'Track20210702060852878080.31', 'Track Lyrics': 'N/A', 'Track Number': 15, 'Track Duration': '06:24'}]",N/A,15,0
90,all,all,all,this week,new,https://lowerthetemporecs.bandcamp.com/album/pedi-kroove,2021-08-18,Pedi Kroove,Kgoro,"Polokwane, South Africa",2021-08-18,"['electronic', 'house', 'pedi house', 'Polokwane']","[{'Track Title': 'Bogwera (Original Mix)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '06:06'}, {'Track Title': 'Stuck Between A Rock And A Hard Place (Rough Patch Dub)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '07:04'}, {'Track Title': 'The Suspense Is Killing Me (Original Mix)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '06:54'}]",N/A,3,1
91,all,all,all,this week,new,https://frizzrecords.bandcamp.com/album/cats-eyes,2021-08-18,Cat's Eyes,Sugarcane,"Ramsgate, UK",2021-08-20,"['alternative', 'alternative soul', 'experimental', 'pop', 'Ramsgate']","[{'Track Title': 'One Specific Thing', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:27'}, {'Track Title': 'Blondes (Have More Fun)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:07'}, {'Track Title': 'Midland Girls', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '04:12'}, {'Track Title': ""Cat's Eyes"", 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:27'}, {'Track Title': 'Clear Blue Sky', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:09'}, {'Track Title': 'Forevermore', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:13'}, {'Track Title': 'Wide Sargasso Sea', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:39'}, {'Track Title': 'Josephine', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '02:30'}, {'Track Title': 'Shambala Mess', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '05:03'}, {'Track Title': 'Bethnal Green Blues', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:25'}, {'Track Title': 'Night Owl', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '02:23'}]",N/A,11,0
92,all,all,all,this week,new,https://sylvainbarreto.bandcamp.com/album/enter-the-void,2021-08-18,Enter the Void,Sylvain,Portugal,2021-08-18,"['electronic', 'house music', 'ambient', 'deep house', 'techno', 'underground', 'Portugal']","[{'Track Title': 'Can you hear them?', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '07:18'}, {'Track Title': 'Enter the Void', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '06:25'}, {'Track Title': 'Merkaba', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '07:21'}, {'Track Title': 'NON-GMO', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '08:29'}, {'Track Title': 'The Dark is Falling', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '07:23'}, {'Track Title': 'The other side of the Moon', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '08:07'}, {'Track Title': 'Time illusion', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '08:00'}, {'Track Title': 'Vortex', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '07:30'}]",N/A,8,0
93,all,all,all,this week,new,https://keepmesafect.bandcamp.com/album/my-how-youve-grown,2021-08-18,My How You've Grown,Keep Me Safe,"Hartford, Connecticut",2021-08-18,"['alternative', 'diy', 'emo', 'diy', 'emo', 'indie', 'Hartford']","[{'Track Title': 'The Last Hard Thing I Have To Do', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '00:25'}, {'Track Title': 'Manifesto on College Radio', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:08'}, {'Track Title': 'I-95', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:16'}, {'Track Title': 'The 1973 Tetherball Championship Trophy', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:17'}, {'Track Title': 'Keep Me Safe', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:25'}, {'Track Title': 'Heel Turn', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:17'}, {'Track Title': 'and Sound', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '02:19'}]",N/A,7,0
94,all,all,all,this week,new,https://jyns3n.bandcamp.com/album/dark-impulsion,2021-08-18,Dark Impulsion,Jyns3n,France,2021-08-18,"['industrial metal', 'metal', 'bass', 'cyberpunk', 'doom', 'drums', 'guitar', 'indie', 'keyboards', 'synth', 'France']","[{'Track Title': 'Insignificant', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '04:09'}, {'Track Title': 'Betrayers Fest', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '04:03'}, {'Track Title': 'The Anger I Contain', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '04:18'}, {'Track Title': 'All or None', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '04:00'}, {'Track Title': 'Alive', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '09:26'}]",N/A,5,1
95,all,all,all,this week,new,https://agency23.bandcamp.com/album/settle-knoxs-mix,2021-08-18,Settle (Knox's Mix),Agency,California,2021-08-27,"['agency', 'deep house', 'electronic', 'knox', 'r&b/soul', 'dance', 'deep house music', 'deephouse', 'house music', 'indie', 'pop', 'soulful house', 'California']","[{'Track Title': ""Settle (Knox's Mix)"", 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': 'N/A'}]",N/A,1,0
96,all,all,all,this week,new,https://doldvordeensnavn.bandcamp.com/album/m-rkere,2021-08-18,Mørkere,Dold Vorde Ens Navn,Norway,2021-11-12,"['black metal', 'metal', 'black metal', 'norwegian black metal', 'Norway']","[{'Track Title': 'Jeg vil ha det mørkere', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': 'N/A'}, {'Track Title': 'Løgnens abstinenser', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '04:18'}, {'Track Title': 'Det falt et lys i min mørke krok', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': 'N/A'}, {'Track Title': 'Determinismens paradoks', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': 'N/A'}, {'Track Title': 'Ensomhetens rytter', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': 'N/A'}, {'Track Title': 'Arvesynden', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': 'N/A'}, {'Track Title': 'Er det måneskinn', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': 'N/A'}, {'Track Title': 'Syke hjerter', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': 'N/A'}]",N/A,8,>1000
97,all,all,all,this week,new,https://cosmiclaceonbrokenbones.bandcamp.com/album/the-measurements-of-the-abyss-the-twelfth-measure,2021-08-18,the measurements of the abyss - the twelfth measure,cosmic lace on broken bones,"Dortmund, Germany",2021-08-18,"['ambient', 'dark ambient', 'drone', 'drone ambient', 'experimental electronic', 'Dortmund']","[{'Track Title': 'the twelfth measure', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '59:18'}]",N/A,1,0
98,all,all,all,this week,new,https://whitewurm.bandcamp.com/album/ghost,2021-08-18,Ghost,Whitewurm,"Atlanta, Georgia",2021-08-18,"['black metal', 'experimental', 'metal', 'whitewurm', 'Atlanta']","[{'Track Title': 'Ghost', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '15:32'}]",N/A,1,3
99,all,all,all,this week,new,https://1221splun.bandcamp.com/album/--2,2021-08-18,туман,сплюнь,"Moscow, Russia",2021-08-18,"['alternative', 'marginal music', 'Moscow']","[{'Track Title': 'туман', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:30'}, {'Track Title': 'бристоль', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '00:50'}]",N/A,2,0
100,all,all,all,this week,new,https://eleandre.bandcamp.com/album/xy,2021-08-18,XY,Eleandre,Réunion,2021-08-18,"['hip-hop', 'hip-hop/rap', 'rap', 'ambient', 'avant garde', 'avant-garde', 'avantgarde', 'experimental electronic', 'experimental hip-hop', 'new age', 'soundtrack', 'trip hop', 'triphop', 'Réunion']","[{'Track Title': 'Blind underwater', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:30'}, {'Track Title': 'Your choice is off', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:58'}, {'Track Title': 'The most beautiful mermaid in the sea', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:09'}]",N/A,3,0
101,all,all,all,this week,new,https://toffeelachy.bandcamp.com/album/leederville,2021-08-18,Leederville,toffee,"WA, Australia",2019-08-17,"['hip-hop/rap', 'instrumental hip-hop', 'jazz hop', 'lo-fi hip-hop', 'lo-fi', 'Australia']","[{'Track Title': 'Oxford Street', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:29'}, {'Track Title': 'Newcastle Street', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:36'}, {'Track Title': 'Vincent Street', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:18'}, {'Track Title': 'Carr Place', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:16'}, {'Track Title': 'Melrose Street', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:33'}, {'Track Title': 'Richmond Street', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '01:37'}, {'Track Title': 'Kingston Avenue', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:21'}, {'Track Title': 'Bourke Street', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:21'}, {'Track Title': 'Loftus Street', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '02:38'}, {'Track Title': 'Leederville Parade', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '03:42'}]",N/A,10,0
102,all,all,all,this week,new,https://baddiassad.bandcamp.com/album/hatched,2021-08-18,Hatched,Badi Assad,Brazil,2016-05-13,"['jazz', 'indie', 'pop', 'world music', 'Brazil']","[{'Track Title': 'Little Lion Man (Mumford & Sons)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:44'}, {'Track Title': 'The Hanging Tree (Jeremiah Fraites & Wesley Schultz)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:46'}, {'Track Title': 'Hunger Of The Pine (alt-J)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '04:31'}, {'Track Title': 'Royals (Lorde & Joel Little)', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:31'}, {'Track Title': 'Sedated (Hozier)', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:44'}, {'Track Title': 'Entrelaçar (Badi Assad)', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:13'}, {'Track Title': 'Stranger (Skrillex, Justin Parker, Sam Dew & Graham Muvon)', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:38'}, {'Track Title': 'Spirit Dog (Daved Levitan, Sérgio Assad & Badi Assad)', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '04:39'}, {'Track Title': 'Vejo Você Aqui (Badi Assad & Zélia Duncan)', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:29'}]",N/A,9,0
103,all,all,all,this week,new,https://antonellaeyeaynilporcelluzzi.bandcamp.com/album/crowley-the-book-of-lies,2021-08-18,CROWLEY THE BOOK OF LIES,Antonella Eye Aynil Porcelluzzi,"Marseille, France",2021-08-18,"['electronic', 'electro punk pop poetry jazz ', 'Marseille']","[{'Track Title': 'voice 1', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '00:55'}, {'Track Title': 'voice 2', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '00:38'}, {'Track Title': 'voice 3', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '00:28'}, {'Track Title': 'voice 4', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '00:58'}, {'Track Title': 'voice 5', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '01:56'}, {'Track Title': 'voice 6', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '01:20'}, {'Track Title': 'voice 7', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:58'}]",N/A,7,0
104,all,all,all,this week,new,https://ziplockzee.bandcamp.com/album/4-da-bread,2021-08-18,4 da Bread,Dirty Danko x Ziplock Zee,"Pietermaritzburg, South Africa",2021-08-18,"['hip-hop/rap', 'Pietermaritzburg']","[{'Track Title': '4 da Bread (ft. Willing Listeners Forum)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:44'}, {'Track Title': 'Red Eye to PMB (ft. Luke Sniper & Vintxge Kid)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:54'}, {'Track Title': 'Edo Tensei', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:17'}]",N/A,3,1
105,all,all,all,this week,new,https://nightcoverage.bandcamp.com/album/we-are-having-technical-difficulties,2021-08-18,WE ARE HAVING TECHNICAL DIFFICULTIES,Citytv,,2021-08-18,"['experimental', 'broken transmission', 'television', 'vaporwave', 'United States']","[{'Track Title': 'WE ARE HAVING', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '11:23'}, {'Track Title': 'TECHNICAL DIFFICULTIES', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '11:36'}]",N/A,2,1
106,all,all,all,this week,new,https://rhythmlabrecords.bandcamp.com/album/jaded,2021-08-18,Jaded,"NIIX, Martha Pryer","Manchester, UK",2021-08-18,"['electronic', 'uk', 'uk pop', 'alt pop', 'alternative pop', 'bedroom pop', 'experimental pop', 'Manchester']","[{'Track Title': 'Jaded', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:42'}]",N/A,1,0
107,all,all,all,this week,new,https://n15ul4.bandcamp.com/album/sport,2021-08-18,SPORT,N15UL4,"Paris, France",1911-11-11,"['electronic', 'glitch hop', 'hybrid funk', 'lo-fidm', 'soul bap', 'Paris']","[{'Track Title': 'SPORT', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:27'}]",N/A,1,0
108,all,all,all,this week,new,https://picknickbanter.bandcamp.com/album/picknick-banter,2021-08-18,Picknick Banter,Picknick Banter,"Utrecht, Netherlands",2021-07-28,"['alternative', 'indie', 'indie rock', 'Utrecht']","[{'Track Title': 'Platform 11', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:33'}, {'Track Title': 'Gone Too Soon', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:27'}, {'Track Title': 'Tired Taxi', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:14'}, {'Track Title': 'Coffee', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:58'}, {'Track Title': '9 AM', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '03:51'}]",N/A,5,0
109,rock,all,all,this week,top,https://pendejoband.bandcamp.com/album/toma,2021-08-18,Toma,¡PENDEJO!,Netherlands,2021-08-26,"['rock', 'alternative', 'latino', 'spanish', 'stoner rock', 'Netherlands']","[{'Track Title': 'Wrathchild', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:33'}, {'Track Title': 'Tuyo', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': 'N/A'}, {'Track Title': 'El Mago', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': 'N/A'}, {'Track Title': 'Déjame', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': 'N/A'}, {'Track Title': 'Flotadores (en vivo)', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': 'N/A'}, {'Track Title': 'Dos (en vivo)', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': 'N/A'}, {'Track Title': 'Bulla (en vivo)', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': 'N/A'}, {'Track Title': 'Hacia La Luz (en vivo)', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': 'N/A'}]",N/A,8,10
110,rock,all,all,this week,top,https://theageoftruth.bandcamp.com/album/resolute,2021-08-18,Resolute,The Age Of Truth,"Philadelphia, Pennsylvania",2021-07-23,"['hard rock', 'rock', 'doom metal', 'fuzz', 'heavy blues', 'heavy rock', 'psychedelic rock', 'space rock', 'stoner', 'stoner metal', 'stoner rock', 'Philadelphia']","[{'Track Title': 'Palace of Rain', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '06:58'}, {'Track Title': 'Horsewhip', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:26'}, {'Track Title': 'A Promise of Nothing', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '06:22'}, {'Track Title': 'Seven Words', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:08'}, {'Track Title': 'Eye One', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '07:03'}, {'Track Title': 'Salome', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '07:52'}, {'Track Title': 'Return to the Ships', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '09:00'}]",N/A,7,>1000
