,Release Genre,Release Sub-Genre,Release URL,Release Title,Artist Name,Artist Location,Release Date,Tags,Track Info,Number of Tracks,Number of Fans
25,all,all,https://listen.20buckspin.com/album/deconsecrate,Deconsecrate,Ænigmatum,"Pittsburgh, Pennsylvania",2021-08-13,"['metal', 'black metal', 'death metal', 'doom metal', 'heavy metal', 'Pittsburgh']","[{'Track Title': 'Forged From Bedlam', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '05:43'}, {'Track Title': 'Undaunted Hereafter', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '05:11'}, {'Track Title': 'Disenthralled', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '05:36'}, {'Track Title': 'Fracturing Proclivity', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '06:18'}, {'Track Title': 'Floods Within A Splintered Cortex', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:27'}, {'Track Title': 'Larker, Sanguine Phantom', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '06:38'}, {'Track Title': 'Despot Of Amorphic Dominions', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '06:45'}, {'Track Title': 'Animus Reflection', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '06:33'}]",8,>1000
26,all,all,https://quicksandnyc.bandcamp.com/album/distant-populations,Distant Populations,Quicksand,"New York, New York",2021-08-13,"['rock', 'hardcore', 'New York']","[{'Track Title': 'Inversion', 'Track Lyrics': 'Distant populations going nowhere\nSo far away from us, you wouldn’t know where\nOpposite of you, opposite of me\nGenerations leveled and taken by the sea\nInversion\n10 thousand saints who haven’t got a chance\nInvisible people in a sacred expanse\nWhat is it with you? What is it with me?\nDistant populations you never even see\nOut of sight, out of mind\nWillingly blind Inversion\nSo far away from us', 'Track Number': 1, 'Track Duration': '02:38'}, {'Track Title': 'Lightning Field', 'Track Lyrics': 'On a tight line, far away blind\nTake a look closer\nLike we’re supposed to be\nOh why?\nNo lie, pure reason\nShe doesn’t have two faces to show the world\nIt’s all done with mirrors\nTo see\nOh why?\nNo lie, pure reason', 'Track Number': 2, 'Track Duration': '02:23'}, {'Track Title': 'Colossus', 'Track Lyrics': 'You’re physical\nFiends for bones to break\nNeeds for action\nViolence to fate\nMeans nothing to you\nWho takes the fall\nBecause there’s no consequence\nIt’s immaterial\nA new life\nWe’re never meant to feel completed\nAs long as we’re here\nIt doesn’t matter what for\nI’m still on your side\nWe’re so affectionate\nSeen on the surface\nDrawn to the depths of it\nMeans nothing to you\nWho takes the fall\nIn this place of tension\nAlways so rational\nIt’s immaterial\nWe’re never meant to feel completed\nAs long as we’re here\nIt doesn’t matter what for', 'Track Number': 3, 'Track Duration': '03:18'}, {'Track Title': 'Brushed', 'Track Lyrics': 'You say return from where you came from\nWhat if there’s nothing left there for me now?\nLooking for someone to assign\nBlame me for anything\nSomethings wrong, look for symmetry\nSo fucked up, calling back to me\nNow how could I keep my promise to return?\n100 years just isn’t enough time\nOh how I wanted to tell you\nOh how I wanted to be there\nWhen you say\nSomethings wrong, look for symmetry\nSo far gone, calling back to me\nMind and matter, self and other\nBrushed', 'Track Number': 4, 'Track Duration': '03:35'}, {'Track Title': 'Katakana', 'Track Lyrics': 'It feels like there’s no return\nIn these desperate times\nWhere no one makes up their minds\nSome loves fall right through\nYears ago when my mind was full\nOf possible distraction\nOf sidewalk satisfaction\nReclaim a fate you need to follow\nWhy’d you run?\nThere’s no return so what can you do?\nSome loves fall right through\nReclaim a fate you need to follow', 'Track Number': 5, 'Track Duration': '02:35'}, {'Track Title': 'Missile Command', 'Track Lyrics': 'There is no reason for this collision\nApologies rain all season, forever\nI love you now more than I ever did\nWhen it rains I can’t change your mind\nTrue worlds bring\nAs lights fill up the sky\nYou better get used to it\nWishing you were here for this decision\nI don’t want to be wrong\nI don’t want to mislead\nStations of our present\nYou’re more than I’ll ever need\nCan’t explain why you change your mind\nAnd it rains\nTrue worlds bring\nAs lights fill up the sky\nYou better get used to it\nIt takes its own shape', 'Track Number': 6, 'Track Duration': '03:24'}, {'Track Title': 'Phase 90', 'Track Lyrics': 'Trying to finish the book I was reading\nPut it down for too long\nGot distracted by other things\nForgot the characters and their names\nHow the plot lines fade\nEcholocation let’s meet at the station\nLike we did a thousand times before\nIt’s not like I’m counting\nSometimes it’s better just to keep on traveling\nHow the plot lines fade\nTrying to finish the book I was reading\nHope I don’t have to start from the beginning\nSometimes it’s better just to keep on traveling\nThan to arrive', 'Track Number': 7, 'Track Duration': '03:34'}, {'Track Title': 'The Philosopher', 'Track Lyrics': 'Under the weight\nHow you make me feel\nRecognized in new disguises\nI need more time to deal\nBetween imagined and real\nWaves in silence\nWhatever you are thinking\nSave the violins\nWhatever you are dreaming\nFalling away\nDon’t let appearances fool you\nNo logical harm done\nWith only one to rule you\nLife but how to live it\nWaves in silence\nWhatever you are thinking\nSave the violins\nWhatever you are feeling \nLife but how to live it\nSafe from a distance\nSafe for an instant', 'Track Number': 8, 'Track Duration': '03:28'}, {'Track Title': 'Compacted Reality', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '01:10'}, {'Track Title': 'EMDR', 'Track Lyrics': 'Symptoms of your hands in glove\nWorn out nightly stars shine brightly\nFlips your wig she sold out big\nIn the right time right place\nI remember when we were 17\nThere was nothing we wouldn’t dare\nExperience your luxury\nClose to my heart swimming up stream\nI see you pass by\nHello and goodbye\nIn the right place, right time\nI remember when we were 17\nThere was nothing we wouldn’t dare\nExperience your luxury\nClose to my heart up stream\nSee you pass by hello\nMeet you in the shallows\nWorn out nightly', 'Track Number': 10, 'Track Duration': '02:59'}, {'Track Title': 'Rodan', 'Track Lyrics': 'Thinking to myself\nI am thinking\nFollowing a line\nParachuting out in time\nI see you there\nRodan\nPeople noticing each other\nI see it happen very often\nLiving just around the corner\nShare the same existence\nDoesn’t make a difference\nDeconstructed, isolated\nThinking to myself\nI am thinking\nHanging by a thread\nWonder what she hasn’t said\nI see you there\nNow I see how it works', 'Track Number': 11, 'Track Duration': '03:23'}]",11,>1000
27,all,all,https://lostarmor.bandcamp.com/album/long-quests-and-dull-blades,Long Quests and Dull Blades,Coniferous Myst,,2021-08-06,"['old school dungeon synth', 'dark ambient', 'dungeon synth', 'mountain synth', 'raw dungeon synth', 'United States']","[{'Track Title': 'Silver and Sapphire Spells', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '02:48'}, {'Track Title': 'Within Damp Obsidian Reflection', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '02:15'}, {'Track Title': 'Echoes of Spattering Stalactites', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '02:14'}, {'Track Title': 'Cave Lake Reflections', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '01:45'}, {'Track Title': 'Crystal Armor within The Aqua Aura', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '01:20'}, {'Track Title': 'Stoic Love and Courage', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '01:24'}, {'Track Title': 'Astral Atlantean Sails', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '01:43'}, {'Track Title': 'Steeds Most Noble', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '01:43'}, {'Track Title': 'Long Quests and Dull Blades', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:26'}, {'Track Title': 'Lost Ocean Dungeons', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '02:01'}, {'Track Title': 'Gaze of The Unknown', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': '00:46'}, {'Track Title': 'Pursued By Webbed Feet', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': '05:38'}]",12,>1000
28,all,all,https://kalax.bandcamp.com/album/never-let-you-go,Never Let You Go,Kalax,"Liverpool, UK",2021-08-16,"['80s', 'electronic', 'cinematic', 'dreamwave', 'retrowave', 'synthwave', 'Liverpool']","[{'Track Title': 'Never Let You Go', 'Track Lyrics': ""Lyrics\n\nV:\nEvery single nightfall\nIs like an alarm\nReminding me of when you were in my arms\nYeah, it still hits me hard\n\nPC:\nI’m trying to move on without you\nBut I just can’t stop thinking bout you\nMaybe we were hopeless\nAnd nothing could have fixed it\nI wish we had another try, another try\nTo get it right\n\nC:\nHolding on\nTo every memory\nI still feel\nA part of you in me\nBut I want you to know\nThat I'll never let you go\nI'll never let you go\n\nTake me back\nTo every single night\nDancing down\nunder the city lights\nBut I want you to know\nThat I'll never let you go\nI'll never let you go\n\nV:\nI still can hear the rainfall\nHitting my car\nThe night when we drove to California\nYeah, I still need ya\n\nPC:\nI’m trying to move on without you\nBut I just can’t stop thinking bout you\nMaybe we were hopeless\nAnd nothing could have fixed it\nI wish we had another try, another try\nTo get it right\n\nC:\nHolding on\nTo every memory\nI still feel\nA part of you in me\nBut I want you to know\nThat I'll never let you go\nI'll never let you go\n\nTake me back\nTo every single night\nDancing down\nunder the city lights\nBut I want you to know\nThat I'll never let you go\nI'll never let you go"", 'Track Number': 1, 'Track Duration': '04:57'}, {'Track Title': 'Never Let You Go [Instrumental]', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '04:57'}]",2,>1000
29,all,all,https://filmjunk.bandcamp.com/album/neill-blomkamp,Neill Blomkamp,Film Junk,"Toronto, Ontario",2021-08-13,"['chappie', 'comedy', 'film', 'movies', 'neill blomkamp', 'podcast', 'podcasts', 'Toronto']","[{'Track Title': 'Neill Blomkamp - Chapter 1', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '07:48'}]",1,>1000
30,all,all,https://saultglobal.bandcamp.com/album/nine,'NINE',SAULT,UK,2021-06-24,"['alternative', 'indie', 'soul', 'United Kingdom']","[{'Track Title': 'Haha', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '00:51'}, {'Track Title': 'London Gangs', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '03:26'}, {'Track Title': 'Trap Life', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:03'}, {'Track Title': 'Fear', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '03:30'}, {'Track Title': ""Mike's Story (feat. Michael Ofo)"", 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '00:57'}, {'Track Title': 'Bitter Streets', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:02'}, {'Track Title': 'Alcohol', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '04:03'}, {'Track Title': 'You From London (feat. Little Simz)', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '03:51'}, {'Track Title': '9', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '05:14'}, {'Track Title': ""Light's In Your Hands"", 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '05:05'}]",10,>1000
31,all,all,https://godisinthetvzine.bandcamp.com/album/a-carnival-of-sorts-an-r-e-m-covers-compilation,A Carnival of Sorts: An R.E.M. covers compilation,Various Artists,"Cardiff, UK",2021-08-20,"['help musicians', 'r.e.m.', 'r.e.m. covers', 'Cardiff']","[{'Track Title': 'Finest Worksong', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '03:50'}, {'Track Title': 'Get Up', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': 'N/A'}, {'Track Title': 'Near Wild Heaven', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': 'N/A'}, {'Track Title': 'So Central Rain', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '04:31'}, {'Track Title': 'The One I Love', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': 'N/A'}, {'Track Title': 'Nightswimming', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '03:03'}, {'Track Title': 'It’s the End of the World as We Know It (And I Feel Fine) (2021 Version)', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': 'N/A'}, {'Track Title': 'Hairshirt', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '05:18'}, {'Track Title': 'Crush With Eyeliner', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': 'N/A'}, {'Track Title': 'Orange Crush', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': 'N/A'}, {'Track Title': 'Moral Kiosk', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': 'N/A'}, {'Track Title': 'Let Me In', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': 'N/A'}, {'Track Title': 'Bang and Blame', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': 'N/A'}, {'Track Title': 'Welcome To The Occupation', 'Track Lyrics': 'N/A', 'Track Number': 14, 'Track Duration': 'N/A'}, {'Track Title': 'I wanted to be wrong', 'Track Lyrics': 'N/A', 'Track Number': 15, 'Track Duration': 'N/A'}, {'Track Title': 'Everybody Hurts', 'Track Lyrics': 'N/A', 'Track Number': 16, 'Track Duration': 'N/A'}, {'Track Title': 'Driver 8', 'Track Lyrics': 'N/A', 'Track Number': 17, 'Track Duration': 'N/A'}, {'Track Title': 'Sweetness Follows', 'Track Lyrics': 'N/A', 'Track Number': 18, 'Track Duration': 'N/A'}, {'Track Title': 'It’s the End of the World as We Know It (And I Feel Fine)', 'Track Lyrics': 'N/A', 'Track Number': 19, 'Track Duration': 'N/A'}, {'Track Title': 'Drive (featuring Sarah Quirke)', 'Track Lyrics': 'N/A', 'Track Number': 20, 'Track Duration': 'N/A'}, {'Track Title': 'Good Advices', 'Track Lyrics': 'N/A', 'Track Number': 21, 'Track Duration': 'N/A'}, {'Track Title': 'Imitation of Life', 'Track Lyrics': 'N/A', 'Track Number': 22, 'Track Duration': 'N/A'}, {'Track Title': 'The Great Beyond', 'Track Lyrics': 'N/A', 'Track Number': 23, 'Track Duration': 'N/A'}, {'Track Title': 'Fall On Me', 'Track Lyrics': 'N/A', 'Track Number': 24, 'Track Duration': 'N/A'}, {'Track Title': 'Living Well Is The Best Revenge', 'Track Lyrics': 'N/A', 'Track Number': 25, 'Track Duration': 'N/A'}, {'Track Title': 'Man on the Moon', 'Track Lyrics': 'N/A', 'Track Number': 26, 'Track Duration': 'N/A'}, {'Track Title': 'Pretty Persuasion', 'Track Lyrics': 'N/A', 'Track Number': 27, 'Track Duration': 'N/A'}, {'Track Title': 'New Test Leper', 'Track Lyrics': 'N/A', 'Track Number': 28, 'Track Duration': 'N/A'}, {'Track Title': 'Perfect Circle', 'Track Lyrics': 'N/A', 'Track Number': 29, 'Track Duration': 'N/A'}, {'Track Title': 'The One I love', 'Track Lyrics': 'N/A', 'Track Number': 30, 'Track Duration': 'N/A'}, {'Track Title': 'All the way to Reno', 'Track Lyrics': 'N/A', 'Track Number': 31, 'Track Duration': 'N/A'}, {'Track Title': 'Pop Song 89', 'Track Lyrics': 'N/A', 'Track Number': 32, 'Track Duration': 'N/A'}, {'Track Title': 'Fall On Me', 'Track Lyrics': 'N/A', 'Track Number': 33, 'Track Duration': 'N/A'}, {'Track Title': 'Leave', 'Track Lyrics': 'N/A', 'Track Number': 34, 'Track Duration': 'N/A'}, {'Track Title': ""What's The Frequency Kenneth"", 'Track Lyrics': 'N/A', 'Track Number': 35, 'Track Duration': 'N/A'}, {'Track Title': 'Half A World Away', 'Track Lyrics': 'N/A', 'Track Number': 36, 'Track Duration': 'N/A'}, {'Track Title': 'Nightswimming', 'Track Lyrics': 'N/A', 'Track Number': 37, 'Track Duration': 'N/A'}, {'Track Title': 'Low', 'Track Lyrics': 'N/A', 'Track Number': 38, 'Track Duration': 'N/A'}, {'Track Title': 'Country Feedback', 'Track Lyrics': 'N/A', 'Track Number': 39, 'Track Duration': 'N/A'}, {'Track Title': 'Find The River', 'Track Lyrics': 'N/A', 'Track Number': 40, 'Track Duration': 'N/A'}]",40,>1000
32,all,all,https://pjbridger.bandcamp.com/album/pj-bridger-pj-dubs-02,Pj Bridger - Pj Dubs 02,Pj Bridger,"Berlin, Germany",2021-08-06,"['drum & bass', 'electronic', 'hip hop', 'house', 'uk garage', 'ukgrime', 'garage', 'grime', 'techno', 'Berlin']","[{'Track Title': 'Rebound X - Rhythm N Gash (Pj Bridger Refix)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '05:20'}, {'Track Title': 'Julio Bashmore - Battle For Middle You (Pj Bridger Refix)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '05:56'}, {'Track Title': 'Giggs - Everybody Dead (Pj Bridger Refix)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '05:12'}, {'Track Title': 'Dj SS - The Lighter (Pj Bridger Refix)', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '06:02'}]",4,>1000
33,all,all,https://grouchnz.bandcamp.com/album/future-relic,Future Relic,Gaudi & Grouch,New Zealand,2021-07-16,"['dub', 'electronic', 'experimental', 'house', 'psychedelic', 'techno.', 'techo', 'dub', 'dubtech', 'dubtechno', 'dubtek', 'new zealand music', 'psychedelic', 'psytrance', 'techno', 'zenon', 'New Zealand']","[{'Track Title': '1. Alternative Paths (Gaudi Mix)', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '06:19'}, {'Track Title': '2. Mushroom Planet (Grouch Mix)', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '05:50'}, {'Track Title': '3. Erutuf Ciler (Gaudi Mix)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '07:20'}, {'Track Title': '4. Distance', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '08:01'}, {'Track Title': '5. Alternative Paths - (Grouch Mix)', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '05:49'}, {'Track Title': '6. Mushroom Planet (Gaudi Mix)', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '05:50'}, {'Track Title': '7. Erutuf Ciler (Grouch Mix)', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '08:14'}, {'Track Title': ""8. Aisha ft Rick O'connor"", 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '05:12'}]",8,>1000
34,all,all,https://tomcardy.bandcamp.com/album/artificial-intelligence,Artificial Intelligence,Tom Cardy,"Sydney, Australia",2021-08-06,"['comedy', 'electronic', 'funk', 'upbeat', 'Sydney']","[{'Track Title': 'Why am I Anxious', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '01:50'}, {'Track Title': 'Future of Mankind', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '01:42'}, {'Track Title': 'Business Man', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '03:02'}, {'Track Title': 'Mixed Messages', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '02:24'}, {'Track Title': ""Monster Truck (Don't Touch My)"", 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '02:30'}, {'Track Title': 'H.Y.C.Y.BH', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '02:40'}, {'Track Title': 'Carol Brown', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': '03:22'}, {'Track Title': 'Big Breakfast', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': '01:55'}, {'Track Title': 'Read Between the Lines', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': '03:01'}, {'Track Title': 'Artificial Intelligence', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': '03:57'}]",10,>1000
35,all,all,https://lavenue.bandcamp.com/album/azure,Azure,L'Avenue,UK,2021-08-14,"[""80's-synth"", 'electronic', 'chill synth', 'chill wave', 'chillsynth', 'chillwave', 'dreamwave', 'dreamwave chill synthwave 80s', 'newretro80s', 'newretrowave', 'retrowave', 'synthwave', 'synthwave 80s', 'United Kingdom']","[{'Track Title': 'Azure', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '04:06'}, {'Track Title': 'Horizon', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '04:54'}, {'Track Title': 'Erica', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '04:52'}, {'Track Title': 'Grand Vista Hotel', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '04:20'}, {'Track Title': 'Plaza', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '04:54'}, {'Track Title': 'Broken Dreams', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '04:48'}]",6,>1000
36,all,all,https://neurosis.bandcamp.com/album/official-bootleg-01-live-in-lyon-france-110299,Official Bootleg.01: Live In Lyon France 11.02.99,Neurosis,,2002-09-17,"['metal', 'doom', 'industrial', 'post-metal', 'progressive metal', 'sludge', 'United States']","[{'Track Title': 'The Doorway', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '09:38'}, {'Track Title': 'Lost', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': '11:17'}, {'Track Title': 'An Offering', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': '08:34'}, {'Track Title': 'Away', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': '12:10'}, {'Track Title': 'Locust Star', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': '06:52'}, {'Track Title': 'Times of Grace', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': '09:12'}]",6,>1000
37,all,all,https://regainrecords.bandcamp.com/album/i-am-the-void,I Am the Void,Eucharist,Sweden,2021-11-12,"['black metal', 'death metal', 'dissection', 'at the gates', 'eucharist', 'melodic death metal', 'Sweden']","[{'Track Title': 'Shadows', 'Track Lyrics': 'N/A', 'Track Number': 1, 'Track Duration': '06:02'}, {'Track Title': 'A Vast Land of Eternal Night', 'Track Lyrics': 'N/A', 'Track Number': 2, 'Track Duration': 'N/A'}, {'Track Title': 'Goddess of Filth (Tlazolteotl)', 'Track Lyrics': 'N/A', 'Track Number': 3, 'Track Duration': 'N/A'}, {'Track Title': 'In the Blaze of the Blood Red Moon', 'Track Lyrics': 'N/A', 'Track Number': 4, 'Track Duration': 'N/A'}, {'Track Title': 'Mistress of Nightmares', 'Track Lyrics': 'N/A', 'Track Number': 5, 'Track Duration': 'N/A'}, {'Track Title': 'Mistress of Nightmares', 'Track Lyrics': 'N/A', 'Track Number': 6, 'Track Duration': 'N/A'}, {'Track Title': 'Nexion', 'Track Lyrics': 'N/A', 'Track Number': 7, 'Track Duration': 'N/A'}, {'Track Title': 'Where the Sinister Dwell', 'Track Lyrics': 'N/A', 'Track Number': 8, 'Track Duration': 'N/A'}, {'Track Title': 'In the Heart of Infinity', 'Track Lyrics': 'N/A', 'Track Number': 9, 'Track Duration': 'N/A'}, {'Track Title': 'Lilith', 'Track Lyrics': 'N/A', 'Track Number': 10, 'Track Duration': 'N/A'}, {'Track Title': 'Darkness Divine', 'Track Lyrics': 'N/A', 'Track Number': 11, 'Track Duration': 'N/A'}, {'Track Title': 'I Am the Void', 'Track Lyrics': 'N/A', 'Track Number': 12, 'Track Duration': 'N/A'}, {'Track Title': 'Shadows', 'Track Lyrics': 'N/A', 'Track Number': 13, 'Track Duration': 'N/A'}]",13,42
